epoch,train_accuracy,val_accuracy
1,0.3726749122142792,0.5239374041557312
2,0.4701889455318451,0.5239374041557312
3,0.49280068278312683,0.5239374041557312
4,0.5007492899894714,0.5239374041557312
5,0.5039082169532776,0.5239374041557312
6,0.50762540102005,0.5239374041557312
7,0.508756697177887,0.5239374041557312
8,0.5090358853340149,0.5239374041557312
9,0.5097264051437378,0.5239374041557312
10,0.5100496411323547,0.5239374041557312
11,0.5151920318603516,0.5238206386566162
12,0.5727865695953369,0.5477580428123474
13,0.6111046075820923,0.5878094434738159
14,0.6335253119468689,0.6300793886184692
15,0.6564896702766418,0.5899112820625305
16,0.6755458116531372,0.650163471698761
17,0.6936323046684265,0.6475945711135864
18,0.7100144028663635,0.6724661588668823
19,0.7197995781898499,0.6292620301246643
20,0.7265581488609314,0.5847734808921814
21,0.7303194403648376,0.6117468476295471
22,0.7353148460388184,0.6200373768806458
23,0.7372248768806458,0.6440915465354919
24,0.741794228553772,0.6319476962089539
25,0.7448208928108215,0.6200373768806458
26,0.7468190789222717,0.5818542838096619
27,0.7462019920349121,0.6244745254516602
28,0.7500367164611816,0.6038066148757935
29,0.7503599524497986,0.6152498722076416
30,0.7513737678527832,0.6157169342041016
31,0.7533278465270996,0.6011209487915039
32,0.7548117637634277,0.612564206123352
33,0.7538126707077026,0.6206212043762207
34,0.7549440264701843,0.6181690692901611
35,0.7551349997520447,0.6194535493850708
36,0.7557668089866638,0.6182858347892761
37,0.7432634830474854,0.662540853023529
38,0.7473039031028748,0.6946520209312439
39,0.7508301138877869,0.6186361312866211
40,0.7516822814941406,0.6599719524383545
41,0.7561488151550293,0.706795871257782
42,0.7573094964027405,0.6440915465354919
43,0.7603655457496643,0.6336991786956787
44,0.7623931169509888,0.7009574770927429
45,0.7621726989746094,0.5768332481384277
46,0.7647439241409302,0.6234236359596252
47,0.7673444747924805,0.5727463960647583
48,0.7688871622085571,0.7244278192520142
49,0.770694375038147,0.6588042974472046
50,0.7709882259368896,0.6649929881095886
51,0.7725456357002258,0.6513311266899109
52,0.7746613621711731,0.6530826687812805
53,0.774587869644165,0.6844932436943054
54,0.7777908444404602,0.6263428330421448
55,0.7790984511375427,0.6168846487998962
56,0.780450165271759,0.6805230975151062
57,0.7808321714401245,0.6955861449241638
58,0.7818018794059753,0.6748014688491821
59,0.7842702269554138,0.6359177827835083
60,0.7852399349212646,0.6376693248748779
61,0.7837706804275513,0.643390953540802
62,0.7852105498313904,0.6040401458740234
63,0.7851664423942566,0.6445586085319519
64,0.7873703241348267,0.6513311266899109
65,0.7872233986854553,0.6489958167076111
66,0.7865034937858582,0.6537832617759705
67,0.7883694171905518,0.650513768196106
68,0.7863859534263611,0.6524988412857056
69,0.776277482509613,0.6766697764396667
70,0.7756016850471497,0.712984561920166
71,0.7776585817337036,0.7120504379272461
72,0.7777173519134521,0.7112330794334412
73,0.7788780927658081,0.7245445847511292
74,0.7806705832481384,0.6598551869392395
75,0.7813170552253723,0.6549509763717651
76,0.7829038500785828,0.6680289506912231
77,0.7835649847984314,0.6410555839538574
78,0.7848432064056396,0.6645259261131287
79,0.7865181565284729,0.6177020072937012
80,0.787149965763092,0.6333488821983337
81,0.7894126176834106,0.6174684762954712
82,0.7911756634712219,0.6969873905181885
83,0.7912785410881042,0.6675618886947632
84,0.7934530377388,0.6167678833007812
85,0.7902206778526306,0.6756188869476318
86,0.7928506135940552,0.6387202143669128
87,0.794701874256134,0.6785380840301514
88,0.7974053025245667,0.6816908121109009
89,0.7957156896591187,0.6753853559494019
90,0.7984925508499146,0.6514478921890259
91,0.7977873086929321,0.6666277647018433
92,0.7986247539520264,0.6553012728691101
93,0.7998589277267456,0.6632415056228638
94,0.8018277287483215,0.6526156067848206
95,0.8014751076698303,0.6593881249427795
96,0.8027240037918091,0.6549509763717651
97,0.8018130660057068,0.6508640646934509
98,0.8026358485221863,0.6540167927742004
99,0.8020481467247009,0.6542503237724304
100,0.8026652336120605,0.6560018658638
101,0.7923951745033264,0.6983885765075684
102,0.7913960814476013,0.6035730838775635
103,0.7901178598403931,0.6814572811126709
104,0.7921600937843323,0.6085941195487976
105,0.7929828763008118,0.6846100091934204
106,0.79205721616745,0.6744511723518372
107,0.7924392223358154,0.6800560355186462
108,0.7952601909637451,0.6284446716308594
109,0.7973612546920776,0.6784213185310364
110,0.7956569194793701,0.7146193385124207
111,0.7981546521186829,0.6234236359596252
112,0.7998001575469971,0.606258749961853
113,0.801004946231842,0.6418729424476624
114,0.8020040392875671,0.6791219115257263
115,0.8014751076698303,0.6673283576965332
116,0.8019452691078186,0.6212050318717957
117,0.8022685050964355,0.6419897079467773
118,0.8058534860610962,0.6032227873802185
119,0.8064558506011963,0.650630533695221
120,0.8065733909606934,0.6584540009498596
121,0.80730801820755,0.642807126045227
122,0.8091592788696289,0.6377860903739929
123,0.8078222870826721,0.6325315237045288
124,0.8103787899017334,0.6418729424476624
125,0.8127148747444153,0.6619570255279541
126,0.811363160610199,0.6485286951065063
127,0.811759889125824,0.6460766196250916
128,0.8124651312828064,0.6457263231277466
129,0.8116423487663269,0.656352162361145
130,0.8133319616317749,0.6577534079551697
131,0.8139637112617493,0.6531994342803955
132,0.8130968809127808,0.6520317792892456
133,0.8027533888816833,0.7323680520057678
134,0.8018130660057068,0.7048108577728271
135,0.8015338778495789,0.6840261816978455
136,0.8026211261749268,0.7175385355949402
137,0.8024007678031921,0.6787716150283813
138,0.8015192151069641,0.663007915019989
139,0.8048985004425049,0.6993227601051331
140,0.8045899271965027,0.65716952085495
141,0.8059710264205933,0.6771368384361267
142,0.8054420948028564,0.6804063320159912
143,0.8060591816902161,0.7254787683486938
144,0.8077341318130493,0.6676786541938782
145,0.8079692125320435,0.693717896938324
146,0.8093649744987488,0.6400046944618225
147,0.8103494048118591,0.6846100091934204
148,0.8103494048118591,0.687178909778595
149,0.8112750053405762,0.6484119296073914
150,0.8129059076309204,0.6988556981086731
151,0.8118920922279358,0.6840261816978455
152,0.816094160079956,0.6709481477737427
153,0.8154917359352112,0.6832087635993958
154,0.8149628043174744,0.6672115921974182
155,0.8179454207420349,0.6684960126876831
156,0.8181657791137695,0.663124680519104
157,0.8204137682914734,0.6585707664489746
158,0.8179013133049011,0.6767865419387817
159,0.8200170397758484,0.6714152097702026
160,0.8191502094268799,0.6762027144432068
161,0.8201639652252197,0.6694301962852478
162,0.821882963180542,0.6709481477737427
163,0.820634126663208,0.6702475547790527
164,0.819311797618866,0.6722326278686523
