epoch,train_accuracy,val_accuracy
1,0.36745908856391907,0.5239374041557312
2,0.46160852909088135,0.5239374041557312
3,0.501248836517334,0.5235871076583862
4,0.5069054961204529,0.5233535766601562
5,0.5367900133132935,0.5714619159698486
6,0.5910199284553528,0.6303129196166992
7,0.6248273849487305,0.643624484539032
8,0.6447209715843201,0.6806398630142212
9,0.6678175926208496,0.706912636756897
10,0.6945579051971436,0.7363381385803223
11,0.7090299725532532,0.7405418157577515
12,0.7212247848510742,0.7580569982528687
13,0.7292762398719788,0.7668145895004272
14,0.735447108745575,0.7544372081756592
15,0.7406923174858093,0.7546707391738892
16,0.7460991740226746,0.7634283304214478
17,0.750580370426178,0.7675151824951172
18,0.7524904012680054,0.7740541696548462
19,0.7567217946052551,0.7699673175811768
20,0.7610414028167725,0.7732368111610413
21,0.7632011771202087,0.7717188000679016
22,0.7631717920303345,0.7795422673225403
23,0.7658605575561523,0.7744044661521912
24,0.7696658968925476,0.7758057117462158
25,0.7706796526908875,0.7811770439147949
26,0.7726925611495972,0.7783746123313904
27,0.7727659940719604,0.7824614644050598
28,0.7729276418685913,0.7840962409973145
29,0.774426281452179,0.7815273404121399
30,0.775028645992279,0.7829285264015198
31,0.7765272855758667,0.7815273404121399
32,0.7769239544868469,0.7823446989059448
33,0.7782903909683228,0.7833955883979797
34,0.7773500680923462,0.7830452919006348
35,0.7792747616767883,0.7830452919006348
36,0.7793041467666626,0.7837458848953247
37,0.7701507210731506,0.7794255018234253
38,0.7716346979141235,0.7800093293190002
39,0.7702829837799072,0.7828117609024048
40,0.7749404907226562,0.7696170210838318
41,0.7756457328796387,0.7761560082435608
42,0.778687059879303,0.7816441059112549
43,0.7801416516304016,0.7840962409973145
44,0.7813464403152466,0.7860812544822693
45,0.7839176058769226,0.7852638959884644
46,0.7829478979110718,0.7902849316596985
47,0.7861361503601074,0.7842130064964294
48,0.7843289971351624,0.787132203578949
49,0.7875760197639465,0.7795422673225403
50,0.7901912927627563,0.7821111679077148
51,0.7906467914581299,0.7840962409973145
52,0.7938497066497803,0.7856141924858093
53,0.7939084768295288,0.7891172170639038
54,0.794540286064148,0.7853806614875793
55,0.7973612546920776,0.7866650819778442
56,0.7965237498283386,0.7884166240692139
57,0.7965678572654724,0.7835123538970947
58,0.7976697683334351,0.787132203578949
59,0.7991096377372742,0.7877160310745239
60,0.8000352382659912,0.787248969078064
61,0.7993741035461426,0.787482500076294
62,0.802165687084198,0.7884166240692139
63,0.8016514182090759,0.7893507480621338
64,0.8014163374900818,0.7890004515647888
65,0.8012106418609619,0.7885333895683289
66,0.8030766248703003,0.7886501550674438
67,0.8020334243774414,0.7894675135612488
68,0.8032088279724121,0.7894675135612488
69,0.7939966320991516,0.7884166240692139
70,0.7931591868400574,0.7902849316596985
71,0.7928212285041809,0.7907519936561584
72,0.7940407395362854,0.7879495620727539
73,0.7960095405578613,0.7830452919006348
74,0.795098602771759,0.7812938094139099
75,0.7980077266693115,0.7851471304893494
76,0.7979048490524292,0.7888836860656738
77,0.797552227973938,0.787248969078064
78,0.800843358039856,0.7839794754981995
79,0.8008727431297302,0.7861980199813843
80,0.8017983436584473,0.7824614644050598
81,0.8031794428825378,0.7832788228988647
82,0.8017836809158325,0.7822279334068298
83,0.804736852645874,0.7817608714103699
84,0.8054420948028564,0.7890004515647888
85,0.807631254196167,0.7842130064964294
86,0.8052070140838623,0.7816441059112549
87,0.8085275292396545,0.7791919708251953
88,0.8096882104873657,0.7863147854804993
89,0.8102171421051025,0.7844465374946594
90,0.8103640675544739,0.7865483164787292
91,0.8103494048118591,0.7864315509796143
92,0.8114954233169556,0.7850303649902344
