epoch,train_accuracy,val_accuracy
1,0.39383208751678467,0.5239374041557312
2,0.5068320035934448,0.5539467334747314
3,0.6017454862594604,0.587225615978241
4,0.6386677026748657,0.6708313822746277
5,0.658047080039978,0.700140118598938
6,0.6748111844062805,0.6982718110084534
7,0.6914724707603455,0.7234936952590942
8,0.7071200013160706,0.712867796421051
9,0.7155681848526001,0.7275805473327637
10,0.7247068881988525,0.7268799543380737
11,0.7290999293327332,0.7297991514205933
12,0.7331697344779968,0.7464969754219055
13,0.7392377257347107,0.7324848175048828
14,0.7418089509010315,0.7303829789161682
15,0.7452763915061951,0.7489491105079651
16,0.7467455863952637,0.74953293800354
17,0.7508742213249207,0.7507005929946899
18,0.7529899477958679,0.7489491105079651
19,0.7547236084938049,0.7551378011703491
20,0.7580147385597229,0.7537365555763245
21,0.7584114670753479,0.7544372081756592
22,0.7604390382766724,0.750583827495575
23,0.7629660964012146,0.7516347765922546
24,0.7649348974227905,0.7531527280807495
25,0.7669918537139893,0.7546707391738892
26,0.7680938243865967,0.756071925163269
27,0.767035961151123,0.7481316924095154
28,0.7682701349258423,0.7553713321685791
29,0.7706356048583984,0.7535030245780945
30,0.7716053128242493,0.7532694935798645
31,0.7722223997116089,0.7540868520736694
32,0.7717228531837463,0.7547875046730042
33,0.7743675112724304,0.7556048631668091
34,0.7739707827568054,0.7545539736747742
35,0.7742499709129333,0.7556048631668091
36,0.7747935652732849,0.7542036175727844
37,0.7699450254440308,0.7464969754219055
38,0.7627310156822205,0.7543203830718994
39,0.7644941210746765,0.7558383941650391
40,0.7666539549827576,0.7478981614112854
41,0.767726480960846,0.7640121579170227
42,0.7666980028152466,0.7596917152404785
43,0.7685492634773254,0.7591078877449036
44,0.7706502676010132,0.7470808029174805
45,0.7734859585762024,0.756772518157959
46,0.7754988074302673,0.756655752658844
47,0.775425374507904,0.750583827495575
48,0.7758073806762695,0.7574731707572937
49,0.7769386768341064,0.7573564052581787
50,0.7795098423957825,0.7552545666694641
51,0.7792747616767883,0.7601587772369385
52,0.7815521359443665,0.756655752658844
53,0.7847110033035278,0.7539700865745544
54,0.7838441133499146,0.7552545666694641
55,0.7846375107765198,0.7550210356712341
56,0.7865181565284729,0.7469640374183655
57,0.7873115539550781,0.7578234672546387
58,0.7872527837753296,0.756655752658844
59,0.7882665991783142,0.7580569982528687
60,0.7898974418640137,0.7558383941650391
61,0.7919396758079529,0.7592246532440186
62,0.790000319480896,0.7606258988380432
63,0.7899415493011475,0.7596917152404785
64,0.7926449179649353,0.7584072947502136
65,0.7897946238517761,0.7577067017555237
66,0.7905145287513733,0.7578234672546387
67,0.791689932346344,0.7584072947502136
68,0.7905732989311218,0.7551378011703491
69,0.7813904881477356,0.7528024315834045
70,0.7829478979110718,0.763077974319458
71,0.782418966293335,0.7599252462387085
72,0.7831683158874512,0.7492994070053101
73,0.7831683158874512,0.7539700865745544
74,0.7833592891693115,0.7405418157577515
75,0.783785343170166,0.75023353099823
76,0.7852545976638794,0.762961208820343
77,0.7856953740119934,0.7585240602493286
78,0.7845787405967712,0.7582905292510986
79,0.7865622639656067,0.7692667245864868
80,0.7875466346740723,0.756655752658844
81,0.7899268269538879,0.7592246532440186
82,0.7914842367172241,0.7537365555763245
83,0.7917045950889587,0.7462634444236755
84,0.7951132655143738,0.7601587772369385
85,0.794143557548523,0.756422221660614
86,0.7934677004814148,0.7596917152404785
87,0.7958478927612305,0.7594581842422485
88,0.7965825200080872,0.7605091333389282
89,0.7974787950515747,0.7580569982528687
90,0.7980371117591858,0.7595749497413635
91,0.7969204783439636,0.7586408257484436
92,0.800843358039856,0.757122814655304
93,0.8008286356925964,0.7591078877449036
94,0.8001675009727478,0.7595749497413635
95,0.8013429045677185,0.7587575912475586
96,0.800123393535614,0.7587575912475586
97,0.7995650768280029,0.7593414187431335
98,0.7993593811988831,0.7591078877449036
99,0.8005053997039795,0.7591078877449036
100,0.7927918434143066,0.7530359625816345
101,0.7905439138412476,0.7547875046730042
102,0.7915136218070984,0.7546707391738892
103,0.7926449179649353,0.7650630474090576
104,0.7916164398193359,0.7466137409210205
105,0.7903529405593872,0.7635450959205627
106,0.7941141724586487,0.756188690662384
107,0.7932473421096802,0.7578234672546387
108,0.7939966320991516,0.7549042701721191
109,0.7930710315704346,0.7596917152404785
110,0.7964503169059753,0.7635450959205627
111,0.79586261510849,0.7538533210754395
112,0.7976109981536865,0.7602755427360535
113,0.7973906397819519,0.7620270848274231
114,0.7979636192321777,0.7518683075904846
115,0.8004319667816162,0.7593414187431335
116,0.7995356917381287,0.7624941468238831
117,0.8024889230728149,0.7596917152404785
118,0.8017395734786987,0.7609761953353882
119,0.8011959791183472,0.7601587772369385
120,0.8046340346336365,0.7619103193283081
121,0.8042666912078857,0.7635450959205627
122,0.8043254613876343,0.762727677822113
123,0.8060150742530823,0.7621438503265381
124,0.8066174983978271,0.7588743567466736
125,0.8063236474990845,0.7610929608345032
126,0.8060885667800903,0.7608594298362732
127,0.8087038397789001,0.7607426643371582
128,0.8073961734771729,0.7613264918327332
129,0.8067938089370728,0.7603923678398132
130,0.8076753616333008,0.7607426643371582
131,0.8038406372070312,0.756655752658844
132,0.7975375652313232,0.7531527280807495
133,0.7969057559967041,0.7609761953353882
134,0.795906662940979,0.7528024315834045
135,0.7986982464790344,0.742993950843811
136,0.797948956489563,0.756889283657074
137,0.7977285385131836,0.7540868520736694
138,0.7975228428840637,0.7536197900772095
139,0.800446629524231,0.7524521350860596
140,0.8012987971305847,0.762961208820343
141,0.8005347847938538,0.7616767883300781
142,0.8006229400634766,0.7592246532440186
143,0.8032529354095459,0.7605091333389282
144,0.8040757179260254,0.7518683075904846
145,0.8042666912078857,0.7661139369010925
146,0.8025770783424377,0.7645959854125977
147,0.8056771755218506,0.7582905292510986
148,0.8061619997024536,0.756305456161499
149,0.8058388233184814,0.7636618614196777
150,0.8078369498252869,0.7575899362564087
151,0.8088948130607605,0.7656468749046326
152,0.8067350387573242,0.7613264918327332
153,0.8094531297683716,0.7620270848274231
154,0.8110986948013306,0.762961208820343
155,0.8098939061164856,0.763077974319458
156,0.8104228377342224,0.7619103193283081
157,0.8096588253974915,0.762844443321228
158,0.810922384262085,0.7622606158256531
159,0.8108489513397217,0.762961208820343
160,0.811877429485321,0.7636618614196777
161,0.8112603425979614,0.763077974319458
162,0.8114660382270813,0.762727677822113
163,0.8012547492980957,0.7624941468238831
